category,event,gender,NOC,name,dob,age,ht_in,wt_lbs,medal
TeamSports,5on5Hoops,Men,USA,GREEN Draymond,1990-03-04 00:00:00,31.5,78.7,228.8,No
TeamSports,5on5Hoops,Men,USA,ADEBAYO Bam,1997-07-18 00:00:00,24.100000381469727,81.1,nan,No
TeamSports,5on5Hoops,Men,USA,BOOKER Devin,1996-10-30 00:00:00,24.700000762939453,77.2,198.0,No
TeamSports,5on5Hoops,Men,USA,LAVINE Zach,1995-03-10 00:00:00,26.299999237060547,77.2,nan,No
TeamSports,5on5Hoops,Men,USA,MIDDLETON Khris,1991-08-12 00:00:00,30.0,79.9,nan,No
TeamSports,5on5Hoops,Men,USA,TATUM Jayson,1998-03-03 00:00:00,23.299999237060547,79.1,nan,No
TeamSports,5on5Hoops,Men,USA,HOLIDAY Jrue,1990-06-12 00:00:00,31.200000762939453,75.2,nan,No
TeamSports,5on5Hoops,Men,USA,LILLARD Damian,1990-07-15 00:00:00,31.100000381469727,75.2,191.4,No
TeamSports,5on5Hoops,Men,USA,MCGEE Javale,1988-01-19 00:00:00,33.5,83.9,264.0,No
TeamSports,5on5Hoops,Men,USA,JOHNSON Keldon,1999-10-11 00:00:00,21.700000762939453,77.2,nan,No
TeamSports,5on5Hoops,Men,FRA,ALBICY Andrew,1990-03-21 00:00:00,31.299999237060547,70.1,nan,No
TeamSports,5on5Hoops,Men,FRA,BATUM Nicolas,1988-12-14 00:00:00,32.70000076293945,79.9,nan,No
TeamSports,5on5Hoops,Men,FRA,de COLO Nando,1987-06-23 00:00:00,34.20000076293945,77.2,nan,No
TeamSports,5on5Hoops,Men,FRA,FALL Moustapha,1992-02-23 00:00:00,29.5,85.8,nan,No
TeamSports,5on5Hoops,Men,FRA,NTILIKINA Frank,1998-07-28 00:00:00,23.0,78.0,nan,No
TeamSports,5on5Hoops,Men,FRA,POIRIER Vincent,1993-10-17 00:00:00,27.700000762939453,83.9,nan,No
TeamSports,5on5Hoops,Men,FRA,YABUSELE Guerschon,1995-12-17 00:00:00,25.700000762939453,79.9,nan,No
TeamSports,5on5Hoops,Men,FRA,LUWAWU CABARROT Timothe,1995-05-09 00:00:00,26.200000762939453,78.0,nan,No
TeamSports,5on5Hoops,Men,FRA,FOURNIER Evan,1992-10-29 00:00:00,28.700000762939453,78.3,nan,No
TeamSports,5on5Hoops,Men,FRA,GOBERT Rudy,1992-06-26 00:00:00,29.100000381469727,84.6,nan,No
TeamSports,5on5Hoops,Men,FRA,HEURTEL Thomas,1989-04-10 00:00:00,32.400001525878906,74.0,nan,No
TeamSports,5on5Hoops,Men,FRA,CORNELIE Petr,1995-07-26 00:00:00,26.100000381469727,83.1,nan,No
TeamSports,5on5Hoops,Men,AUS,BAYNES Aron,1986-12-09 00:00:00,34.70000076293945,81.5,nan,No
TeamSports,5on5Hoops,Men,AUS,DELLAVEDOVA Matthew,1990-09-08 00:00:00,30.799999237060547,75.2,nan,No
TeamSports,5on5Hoops,Men,AUS,SOBEY Nathan,1990-07-14 00:00:00,31.100000381469727,74.8,nan,No
TeamSports,5on5Hoops,Men,AUS,THYBULLE Matisse,1997-03-04 00:00:00,24.299999237060547,77.2,nan,No
TeamSports,5on5Hoops,Men,AUS,REATH Duop Thomas,1996-06-26 00:00:00,25.100000381469727,83.1,nan,No
TeamSports,5on5Hoops,Men,AUS,MILLS Patty,1988-08-11 00:00:00,33.0,72.0,nan,No
TeamSports,5on5Hoops,Men,AUS,EXUM Dante,1995-07-13 00:00:00,26.100000381469727,76.0,nan,No
TeamSports,5on5Hoops,Men,AUS,GREEN Josh,2000-11-16 00:00:00,20.700000762939453,78.0,nan,No
TeamSports,5on5Hoops,Men,AUS,LANDALE Jock,1995-10-25 00:00:00,25.700000762939453,83.1,nan,No
TeamSports,5on5Hoops,Men,AUS,KAY Nic,1992-08-03 00:00:00,29.0,81.1,nan,No
TeamSports,5on5Hoops,Men,AUS,INGLES Joe,1987-10-02 00:00:00,33.900001525878906,80.3,nan,No
TeamSports,5on5Hoops,Men,AUS,GOULDING Chris,1988-10-24 00:00:00,32.70000076293945,75.6,nan,No
TeamSports,5on5Hoops,Men,ALL,Men-Basketball,NaT,28.600000381469727,78.6,222.6,No
TeamSports,CourtVolleyball,Women,USA,WONG-ORANTES Justine,1995-10-06 00:00:00,25.799999237060547,66.1,146.0,No
TeamSports,CourtVolleyball,Women,USA,DREWS Andrea,1993-12-25 00:00:00,27.600000381469727,75.2,170.0,No
TeamSports,CourtVolleyball,Women,USA,AKINRADEWO Foluke,1987-10-05 00:00:00,33.900001525878906,75.2,174.0,No
TeamSports,CourtVolleyball,Women,USA,LARSON Jordan,1986-10-16 00:00:00,34.70000076293945,74.0,170.0,No
TeamSports,CourtVolleyball,Women,USA,HILL Kimberly,1989-11-30 00:00:00,31.700000762939453,76.0,nan,No
TeamSports,CourtVolleyball,Women,USA,HANCOCK Micha,1992-11-10 00:00:00,28.700000762939453,70.9,168.0,No
TeamSports,CourtVolleyball,Women,USA,POULTER Jordyn,1997-07-31 00:00:00,24.0,74.0,170.0,No
TeamSports,CourtVolleyball,Women,USA,BARTSCH-HACKLEY Michelle,1990-02-12 00:00:00,31.5,74.8,172.0,No
TeamSports,CourtVolleyball,Women,USA,ROBINSON Kelsey,1992-06-25 00:00:00,29.100000381469727,74.0,nan,No
TeamSports,CourtVolleyball,Women,USA,WASHINGTON Haleigh,1995-09-22 00:00:00,25.799999237060547,74.8,nan,No
TeamSports,CourtVolleyball,Women,USA,THOMPSON Jordan,1997-05-05 00:00:00,24.200000762939453,76.0,nan,No
TeamSports,CourtVolleyball,Women,USA,OGBOGU Chiaka,1995-04-15 00:00:00,26.200000762939453,74.0,161.0,No
TeamSports,CourtVolleyball,Women,ALL,Women-VolleyballUSA,NaT,28.700000762939453,73.8,166.4,No
TeamSports,CourtVolleyball,Men,FRA,CHINENYEZE Barthelemy,1998-02-28 00:00:00,23.5,79.1,176.0,No
TeamSports,CourtVolleyball,Men,FRA,GREBENNIKOV Jenia,1990-08-13 00:00:00,31.0,74.0,187.0,No
TeamSports,CourtVolleyball,Men,FRA,TILLIE Kevin,1990-11-02 00:00:00,30.700000762939453,78.7,187.0,No
TeamSports,CourtVolleyball,Men,FRA,NGAPETH Earvin,1991-02-12 00:00:00,30.5,76.4,204.0,No
TeamSports,CourtVolleyball,Men,FRA,le GOFF Nicolas,1992-02-15 00:00:00,29.5,81.1,247.0,No
TeamSports,CourtVolleyball,Men,FRA,BULTOR Daryl,1995-11-17 00:00:00,25.700000762939453,77.6,nan,No
TeamSports,CourtVolleyball,Men,FRA,CLEVENOT Trevor,1994-06-28 00:00:00,27.100000381469727,78.3,nan,No
TeamSports,CourtVolleyball,Men,FRA,LOUATI Yacine,1992-03-04 00:00:00,29.299999237060547,78.0,nan,No
TeamSports,CourtVolleyball,Men,FRA,BOYER Stephen,1996-04-10 00:00:00,25.200000762939453,77.2,nan,No
TeamSports,CourtVolleyball,Men,FRA,BRIZARD Antoine,1994-05-22 00:00:00,27.200000762939453,77.2,nan,No
TeamSports,CourtVolleyball,Men,FRA,TONIUTTI Benjamin,1989-10-30 00:00:00,31.700000762939453,72.0,165.0,No
TeamSports,CourtVolleyball,Men,FRA,PATRY Jean,1996-12-27 00:00:00,24.600000381469727,81.5,nan,No
TeamSports,CourtVolleyball,Men,ALL,Men-VolleyballFRA,NaT,28.0,77.6,194.3,No
TeamSports,WaterPolo,Men,USA,BOWEN Alex,1993-09-04 00:00:00,27.799999237060547,77.2,220.0,No
TeamSports,WaterPolo,Men,USA,STEVENSON Ben,1995-03-16 00:00:00,26.299999237060547,76.0,200.0,No
TeamSports,WaterPolo,Men,USA,HOLLAND Drew,1995-04-11 00:00:00,26.200000762939453,77.2,230.0,No
TeamSports,WaterPolo,Men,USA,WOODHEAD Dylan,1998-09-25 00:00:00,22.799999237060547,79.1,235.0,No
TeamSports,WaterPolo,Men,USA,DAUBE Hannes,2000-01-05 00:00:00,21.600000381469727,78.0,210.0,No
TeamSports,WaterPolo,Men,USA,SMITH Jesse,1983-04-27 00:00:00,38.20000076293945,76.0,240.0,No
TeamSports,WaterPolo,Men,USA,CUPIDO Luca,1995-11-09 00:00:00,25.700000762939453,76.4,210.0,No
TeamSports,WaterPolo,Men,USA,IRVING Max,1995-05-21 00:00:00,26.200000762939453,72.8,185.0,No
TeamSports,WaterPolo,Men,USA,VAVIC Marko,1999-04-25 00:00:00,22.200000762939453,78.0,195.0,No
TeamSports,WaterPolo,Men,USA,OBERT Alex,1991-12-18 00:00:00,29.700000762939453,77.2,225.0,No
TeamSports,WaterPolo,Men,USA,WOLF Alex,1997-04-19 00:00:00,24.200000762939453,79.1,220.0,No
TeamSports,WaterPolo,Men,USA,HALLOCK Ben,1997-11-22 00:00:00,23.700000762939453,78.0,245.0,No
TeamSports,WaterPolo,Men,USA,HOOPER Johnny,1997-06-24 00:00:00,24.100000381469727,74.0,195.0,No
TeamSports,WaterPolo,Men,ALL,M WaterPolo TeamUSA,1995-08-26 00:00:00,26.100000381469727,76.8,216.2,No
TeamSports,WaterPolo,Men,SRB,ALEKSIC Milan,1986-05-13 00:00:00,35.20000076293945,76.0,211.2,No
TeamSports,WaterPolo,Men,SRB,DEDOVIC Nikola,1992-01-25 00:00:00,29.600000381469727,nan,nan,No
TeamSports,WaterPolo,Men,SRB,FILIPOVIC Filip,1987-05-02 00:00:00,34.20000076293945,77.2,222.2,No
TeamSports,WaterPolo,Men,SRB,JAKSIC Nikola,1997-01-17 00:00:00,24.600000381469727,77.6,195.8,No
TeamSports,WaterPolo,Men,SRB,LAZIC Dorde,1996-05-19 00:00:00,25.200000762939453,nan,nan,No
TeamSports,WaterPolo,Men,SRB,MANDIC Dusan,1994-06-16 00:00:00,27.200000762939453,79.5,231.0,No
TeamSports,WaterPolo,Men,SRB,MITROVIC Branislav,1985-01-30 00:00:00,36.5,79.1,220.0,No
TeamSports,WaterPolo,Men,SRB,MITROVIC Stefan,1988-03-29 00:00:00,33.400001525878906,76.8,200.2,No
TeamSports,WaterPolo,Men,SRB,PIJETLOVIC Dusko,1985-04-25 00:00:00,36.20000076293945,77.6,213.4,No
TeamSports,WaterPolo,Men,SRB,PIJETLOVIC Gojko,1983-08-07 00:00:00,38.0,76.4,202.4,No
TeamSports,WaterPolo,Men,SRB,PRLAINOVIC Andrija,1987-04-28 00:00:00,34.20000076293945,78.7,233.2,No
TeamSports,WaterPolo,Men,SRB,RANDELOVIC Sava,1993-07-17 00:00:00,28.100000381469727,76.0,215.6,No
TeamSports,WaterPolo,Men,SRB,RASOVIC Strahinja,1992-03-09 00:00:00,29.299999237060547,nan,nan,No
TeamSports,WaterPolo,Men,HUN,ANGYAL Daniel,1992-03-29 00:00:00,29.299999237060547,nan,nan,No
TeamSports,WaterPolo,Men,HUN,ERDELYI Balazs,1990-02-16 00:00:00,31.5,77.2,206.8,No
TeamSports,WaterPolo,Men,HUN,HARAI Balazs,1987-04-05 00:00:00,34.400001525878906,79.5,242.0,No
TeamSports,WaterPolo,Men,HUN,HOSNYANSZKY Norbert,1984-03-04 00:00:00,37.5,77.2,222.2,No
TeamSports,WaterPolo,Men,HUN,JANSIK Szilard,1994-04-06 00:00:00,27.299999237060547,nan,nan,No
TeamSports,WaterPolo,Men,HUN,MANHERCZ Krisztian,1997-02-06 00:00:00,24.5,75.2,200.2,No
TeamSports,WaterPolo,Men,HUN,MEZEI Tamas,1990-09-14 00:00:00,30.799999237060547,nan,nan,No
TeamSports,WaterPolo,Men,HUN,NAGY Viktor,1984-07-24 00:00:00,37.0,78.0,211.2,No
TeamSports,WaterPolo,Men,HUN,VAMOS Marton,1992-06-24 00:00:00,29.100000381469727,79.5,231.0,No
TeamSports,WaterPolo,Men,HUN,VARGA Denes,1987-03-29 00:00:00,34.400001525878906,76.0,211.2,No
TeamSports,WaterPolo,Men,HUN,VOGEL Soma,1997-07-07 00:00:00,24.100000381469727,nan,nan,No
TeamSports,WaterPolo,Men,HUN,ZALANKI Gergo,1995-02-26 00:00:00,26.5,75.6,187.0,No
TeamSports,WaterPolo,Men,ALL,M water polo,NaT,29.600000381469727,77.2,214.9,No
TeamSports,WaterPolo,Women,USA,JOHNSON Ashleigh,1994-09-12 00:00:00,26.799999237060547,72.8,178.2,No
TeamSports,WaterPolo,Women,USA,MUSSELMAN Madeline,1998-06-16 00:00:00,23.200000762939453,71.3,143.0,No
TeamSports,WaterPolo,Women,USA,SEIDEMANN Melissa,1990-06-26 00:00:00,31.100000381469727,72.0,175.0,No
TeamSports,WaterPolo,Women,USA,FATTAL Rachel,1993-12-10 00:00:00,27.700000762939453,68.1,143.0,No
TeamSports,WaterPolo,Women,USA,HAUSCHILD Paige,1999-08-17 00:00:00,22.0,70.9,nan,No
TeamSports,WaterPolo,Women,USA,STEFFENS Margaret,1993-06-04 00:00:00,28.200000762939453,68.1,162.8,No
TeamSports,WaterPolo,Women,USA,NEUSHUL Jamie,1995-05-12 00:00:00,26.200000762939453,66.1,nan,No
TeamSports,WaterPolo,Women,USA,FISCHER Aria,1999-03-02 00:00:00,22.5,72.0,171.6,No
TeamSports,WaterPolo,Women,USA,GILCHRIST Kaleigh,1992-05-16 00:00:00,29.200000762939453,69.3,169.4,No
TeamSports,WaterPolo,Women,USA,FISCHER Makenzie,1997-03-29 00:00:00,24.299999237060547,73.2,162.8,No
TeamSports,WaterPolo,Women,USA,WILLIAMS Alys,1994-05-28 00:00:00,27.200000762939453,70.9,nan,No
TeamSports,WaterPolo,Women,USA,LONGAN Amanda,1997-01-16 00:00:00,24.600000381469727,74.0,nan,No
TeamSports,WaterPolo,Women,USA,HARALABIDIS Stephanie,1995-05-19 00:00:00,26.200000762939453,70.9,nan,No
TeamSports,WaterPolo,Women,ESP,BACH Marta,1993-02-17 00:00:00,28.5,69.3,nan,No
TeamSports,WaterPolo,Women,ESP,ESPAR LLAQUET Anna,1993-01-08 00:00:00,28.600000381469727,70.9,nan,No
TeamSports,WaterPolo,Women,ESP,ESPAR LLAQUET Clara,1994-09-29 00:00:00,26.799999237060547,69.7,nan,No
TeamSports,WaterPolo,Women,ESP,ESTER RAMOS Laura,1990-01-22 00:00:00,31.600000381469727,67.7,nan,No
TeamSports,WaterPolo,Women,ESP,FORCA ARIZA Judith,1996-06-07 00:00:00,25.200000762939453,68.1,nan,No
TeamSports,WaterPolo,Women,ESP,GARCIA GODOY Maica,1990-10-17 00:00:00,30.700000762939453,74.0,nan,No
TeamSports,WaterPolo,Women,ESP,GONZALEZ LOPEZ Irene,1996-07-23 00:00:00,25.100000381469727,66.9,nan,No
TeamSports,WaterPolo,Women,ESP,LEITON ARRONES Paula,2000-04-27 00:00:00,21.200000762939453,74.4,nan,No
TeamSports,WaterPolo,Women,ESP,ORTIZ Bea,1995-06-21 00:00:00,26.200000762939453,69.3,nan,No
TeamSports,WaterPolo,Women,ESP,PENA Pili,1986-04-04 00:00:00,35.400001525878906,68.9,nan,No
TeamSports,WaterPolo,Women,ESP,SANCHEZ GONZALEZ Maria Elena,1994-10-22 00:00:00,26.700000762939453,69.7,nan,No
TeamSports,WaterPolo,Women,ESP,TARRAGO AYMERICH Roser,1993-03-25 00:00:00,28.299999237060547,67.3,nan,No
TeamSports,WaterPolo,Women,ESP,RUIZ Elena,2004-10-29 00:00:00,16.700000762939453,66.9,nan,No
TeamSports,WaterPolo,Women,ALL,W water polo,NaT,26.600000381469727,70.1,161.5,No
TeamSports,Football,Men,BRA,SANTOS,1990-03-17 00:00:00,31.299999237060547,74.0,184.8,No
TeamSports,Football,Men,BRA,LUCAO,2001-02-26 00:00:00,20.5,73.2,172.0,No
TeamSports,Football,Men,BRA,BRENNO,1999-04-01 00:00:00,22.299999237060547,74.8,187.0,No
TeamSports,Football,Men,BRA,MENINO Gabriel,2000-09-29 00:00:00,20.799999237060547,69.3,149.6,No
TeamSports,Football,Men,BRA,DIEGO CARLOS,1993-03-15 00:00:00,28.299999237060547,71.7,172.0,No
TeamSports,Football,Men,BRA,GRACA Ricardo,1997-02-16 00:00:00,24.5,71.3,nan,No
TeamSports,Football,Men,BRA,DOUGLAS LUIZ,1998-05-09 00:00:00,23.200000762939453,70.1,nan,No
TeamSports,Football,Men,BRA,ARANA Guilherme,1997-04-14 00:00:00,24.200000762939453,69.3,156.2,No
TeamSports,Football,Men,BRA,PAULINHO,2000-07-15 00:00:00,21.100000381469727,70.1,176.0,No
TeamSports,Football,Men,BRA,GUIMARAES Bruno,1997-11-16 00:00:00,23.700000762939453,71.7,163.0,No
TeamSports,Football,Men,BRA,CUNHA Matheus,1999-05-27 00:00:00,22.200000762939453,71.7,173.8,No
TeamSports,Football,Men,BRA,RICHARLISON,1997-05-10 00:00:00,24.200000762939453,70.1,157.0,No
TeamSports,Football,Men,BRA,ANTONY,2000-02-24 00:00:00,21.5,67.7,nan,No
TeamSports,Football,Men,BRA,ALVES Dani,1983-05-06 00:00:00,38.20000076293945,67.7,154.0,No
TeamSports,Football,Men,BRA,FUCHS Bruno,1999-04-01 00:00:00,22.299999237060547,77.2,nan,No
TeamSports,Football,Men,BRA,NINO,1997-04-10 00:00:00,24.200000762939453,73.6,nan,No
TeamSports,Football,Men,BRA,ABNER,2000-05-27 00:00:00,21.200000762939453,70.9,nan,No
TeamSports,Football,Men,BRA,MALCOM,1997-02-26 00:00:00,24.5,66.9,143.0,No
TeamSports,Football,Men,BRA,MATHEUS HENRIQUE,1997-12-19 00:00:00,23.700000762939453,68.1,155.0,No
TeamSports,Football,Men,BRA,REINIER,2002-01-19 00:00:00,19.600000381469727,71.3,nan,No
TeamSports,Football,Men,BRA,CLAUDINHO,1997-01-28 00:00:00,24.5,67.7,nan,No
TeamSports,Football,Men,BRA,MARTINELLI Gabriel,2001-06-18 00:00:00,20.200000762939453,70.1,149.6,No
